ComponentAge,MonthlyRunTime,Location,FlowRate,OPXVolume,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5,DaysSinceMaintenance,Target
0.66,11.6,B,0.99526,,21,7.8,2,0.39,3.39,0.42,0.086,9,0
0.49,11.3,A,0.9908,,90,4.7,1,0.145,3.76,0.29,0.042,35,0
0.35,13,A,0.98889,,74,7.3,1.8,0.41,2.96,0.29,0.032,26,1
0.46,12,A,0.9911,,103,6.8,2.4,0.35,3.28,0.32,0.048,35,1
0.56,9.5,B,0.99787,,115,6.9,6.7,0.63,3.22,0.33,0.235,66,0
0.63,10.5,B,0.99647,,20,7.4,2.2,0.47,3.32,0.46,0.114,7,0
0.59,10,B,0.9975,,54,7.8,2.3,0.59,3.43,0.18,0.076,17,0
0.66,10.5,B,0.9986,4,42,8.8,2.2,0.41,3.54,0.64,0.093,9,0
0.77,13.4,A,0.98953,,130,5.4,2.1,0.46,3.39,0.15,0.026,29,1
1.05,10.8,B,0.9976,,22,10.5,1.8,0.24,3.21,0.42,0.077,6,1
0.47,12.2,A,0.9893,,138,6.7,1.9,0.34,3,0.26,0.038,58,1
0.38,12.4,A,0.9922,,87,6.5,11.25,0.43,3.02,0.28,0.032,31,0
0.43,12.2,A,0.9905,,102,7,3,0.24,3.18,0.34,0.035,36,0
0.38,9,A,0.9967,,154,6.8,10.7,0.25,3.05,0.27,0.076,47,0
0.5,12.3,A,0.99067,,112,6.5,5.2,0.38,3.06,0.26,0.042,33,1
0.52,10,A,0.9956,,251,6.7,6.4,0.18,3.29,0.3,0.048,40,0
0.4,9.9,A,0.9956,9,186,7.2,8.5,0.23,3.19,0.32,0.058,47,0
0.62,10,A,0.9941,,167,5.8,6.6,0.34,3.29,0.21,0.04,50,0
0.5,9.1,A,0.9972,10,222,7.2,10.7,0.28,3.14,0.3,0.044,61,0
0.52,9.1,A,0.99482,,147,5.4,3.3,0.375,3.42,0.4,0.054,29,0
0.51,9,A,0.99773,,170,7.6,11.7,0.39,2.91,0.46,0.084,55,0
0.31,12.6,A,0.98956,,178,5,4.5,0.27,3.45,0.32,0.032,58,1
0.47,9.3,A,0.9982,,126,8.3,9.2,0.33,3.38,0.43,0.046,22,0
0.57,9.9,A,0.9958,,99,8.2,1.4,0.21,3.17,0.48,0.041,11,0
0.46,10.6,A,0.9916,,66,6.5,1.1,0.36,3.1,0.32,0.031,13,0
0.45,8.9,A,0.99902,5,240,7.3,14.9,0.37,3.13,0.16,0.048,59,0
0.76,10.5,B,0.9974,,121,7,5.6,0.49,3.34,0.49,0.06,26,0
0.35,10.2,A,0.995,,159,9,5.9,0.245,2.93,0.38,0.045,52,0
0.59,11.9,A,0.99076,,92,6.5,2.2,0.22,3.27,0.32,0.028,36,1
0.39,11,A,0.99221,,129,5.1,6.7,0.33,3.36,0.27,0.022,44,1
0.44,9.1,A,0.9983,,148,7.1,14.5,0.31,2.94,0.5,0.059,6,0
0.45,9.7,A,0.9951,,175,9,1.5,0.43,3.11,0.3,0.05,7,0
0.3,11,A,0.99326,,127,6.4,9.1,0.22,2.97,0.38,0.044,35,1
0.42,12.2,A,0.9924,,130,8.3,4.45,0.2,3.25,0.74,0.044,33,0
0.42,11.4,A,0.9907,,143,7.6,1.1,0.19,2.92,0.41,0.04,38,0
0.61,10.6,B,0.9996,,47,13,2.6,0.32,3.05,0.65,0.093,15,0
0.5,9.1,A,0.998,,183,6.6,14.4,0.25,3.02,0.3,0.052,40,0
0.58,9,B,0.99706,2,85,7.6,1.9,0.49,3.41,0.33,0.074,27,0
0.35,11.5,A,0.99084,,138,6.4,1.2,0.14,3.38,0.31,0.034,53,1
0.51,10.2,A,0.993,,140,6.6,1.6,0.14,3.32,0.44,0.042,47,0
0.45,10,A,0.99232,,92,5.9,1.3,0.2,3.2,0.4,0.047,23,0
0.75,8.8,A,1.0006,11,145,8.1,14.1,0.17,3.28,0.44,0.053,43,1
0.54,9.2,B,0.9959,,65,6.7,1.8,0.58,3.28,0.08,0.097,15,0
0.68,10,B,0.9984,,89,10,2.7,0.43,3.22,0.33,0.095,28,0
0.52,9.4,B,0.9993,,83,6.9,10.7,0.605,3.45,0.12,0.073,40,0
0.5,9,A,0.99911,,174,6,19.3,0.28,3.14,0.29,0.051,36,0
0.52,10.5,A,0.99273,,154,6.8,1.9,0.26,3.18,0.24,0.043,70,0
0.71,11.5,A,0.9917,,100,6.1,2.1,0.36,3.4,0.27,0.035,16,1
0.54,10.8,A,0.99144,,61,6,1.7,0.17,3.22,0.36,0.042,14,0
0.38,9.8,A,0.9927,,84,6.4,1.1,0.34,3.21,0.1,0.048,19,0
0.54,9.5,B,0.996,,21,7.4,1.6,0.67,3.39,0.12,0.186,5,0
0.31,13,A,0.989315,,101,6.3,1.8,0.25,3.19,0.53,0.021,41,0
0.49,12,A,0.99021,,93,5.9,1.5,0.2,3.36,0.23,0.037,38,0
1.01,10.5,A,0.9943,,146,6.3,6.3,0.37,3.1,0.51,0.048,35,0
0.47,12,A,0.9928,5,178,8,4.6,0.32,3.29,0.36,0.042,56,0
0.61,12.5,B,0.99444,,28,5.2,2.15,0.645,3.78,0,0.08,15,0
0.63,10.2,B,0.9994,,62,10,2.2,0.59,3.18,0.31,0.09,26,0
0.44,11.1,A,0.9912,,105,6.2,1.4,0.25,3.3,0.25,0.03,35,1
0.5,9.5,A,0.99784,,114,6.8,17.5,0.19,2.85,0.71,0.042,21,0
0.6,9,A,0.99938,,185,6.9,16,0.32,3.34,0.27,0.034,58,0
0.77,10.5,B,0.9991,,47,8.9,5.6,0.4,3.38,0.32,0.087,10,1
0.49,9.6,B,0.99529,,64,6.8,1.8,0.48,3.12,0.08,0.074,40,0
0.7,10.1,B,0.9984,,31,9.4,2.7,0.685,3.19,0.11,0.077,6,0
0.41,9.5,A,0.9936,,118,6.8,1.4,0.34,3.21,0.1,0.049,29,0
0.39,12.9,A,0.98914,,106,6.2,1.6,0.3,3.26,0.31,0.035,40,1
0.41,9,A,0.99672,,103,6.6,10.7,0.41,3.08,0.27,0.11,20,0
0.61,9.9,A,0.99228,,121,6.1,1.3,0.41,3.24,0.04,0.036,23,0
0.75,10.9,B,0.99638,,60,8.2,2.1,0.635,3.29,0.1,0.073,25,0
0.38,12,A,0.99085,,92,7.5,4.6,0.26,3.15,0.3,0.027,29,1
0.56,12.3,B,0.9952,,48,6.6,2.3,0.84,3.52,0.03,0.059,32,1
0.47,11.2,A,0.99047,,90,7,2.6,0.16,2.88,0.3,0.043,34,0
0.6,10,B,0.99815,,28,8.6,2,0.645,3.28,0.25,0.083,8,0
0.49,11.8,A,0.9922,,87,7.7,1.9,0.22,3.3,0.42,0.052,10,0
0.4,9.5,A,0.99238,,122,6.4,1,0.25,3,0.57,0.062,21,0
0.39,10.6,A,0.99366,8,167,8.2,1.2,0.52,3.24,0.34,0.042,18,0
0.4,10.3,A,0.9932,,122,8.5,1.5,0.15,3.03,0.49,0.031,17,0
0.42,9.733333333,A,0.99362,,187,5.2,6.2,0.22,3.19,0.46,0.066,41,0
0.34,10.9,A,0.993,,41,8.6,6.1,0.27,2.89,0.46,0.032,13,0
0.59,9.7,A,0.998,5,164,10.3,2.2,0.25,3.19,0.48,0.042,28,0
0.62,9.9,A,0.9937,,210,6.5,2.25,0.3,3.19,0.29,0.037,8,0
0.45,8.9,A,0.99896,,111,6,17.8,0.28,3.1,0.24,0.047,42,0
0.34,11.9,A,0.99364,,93,6.2,11.8,0.2,3.18,0.29,0.035,21,0
0.34,12.9,A,0.98976,,155,5,5.7,0.29,3.27,0.54,0.035,54,1
0.5,11,A,0.9924,,119,5.9,4.2,0.3,3.15,0.23,0.038,42,0
0.59,10.96666667,A,0.9937,,149,6,10.8,0.29,3.09,0.41,0.048,55,1
0.54,10,A,0.9948,,129,8,1.5,0.24,3.2,0.36,0.047,17,0
0.76,11.6,B,0.9971,,52,9.9,2.4,0.53,3.19,0.57,0.093,30,1
0.82,11.5,A,0.99206,,107,6.8,7,0.21,2.98,0.37,0.038,27,0
0.8,11.2,B,0.99516,,28,8.6,2.3,0.47,3.18,0.27,0.055,14,0
0.43,12,A,0.99052,,122,6.7,2.9,0.24,3.25,0.41,0.039,48,0
0.36,9.3,A,0.9951,,245,6.2,6.8,0.21,3.06,0.38,0.036,64,0
0.63,10.8,A,0.992,,75,7.9,1.2,0.18,3.18,0.37,0.04,16,0
0.5,9.1,B,0.99801,,119,8.4,2.6,0.59,3.15,0.29,0.109,31,0
0.33,12.9,A,0.99172,,106,6.3,8.8,0.43,3.28,0.32,0.042,18,1
0.57,10.8,A,0.9938,,152,6.8,5.9,0.22,3.2,0.32,0.054,40,0
0.49,11.2,A,0.99196,,119,7.4,1.9,0.36,3.15,0.32,0.036,27,0
0.6,9.5,A,0.99336,,93,6.6,2.4,0.38,3.18,0.29,0.136,15,0
0.37,9,A,0.9955,,192,6.4,7.8,0.3,3.1,0.38,0.046,35,0
0.6,10.4,A,0.9937,,141,5.3,6.6,0.32,3.36,0.12,0.043,22,0
0.5,10.4,A,0.99976,,174,7.7,18.95,0.3,3.2,0.26,0.053,36,0
0.46,8.8,A,0.99906,,118,6.6,17.3,0.22,3.08,0.23,0.047,37,0
0.41,12.6,A,0.9899,,136,6.9,1.8,0.21,3.25,0.33,0.034,48,1
0.55,9.4,A,0.9936,,126,6.2,2.8,0.2,3.18,0.32,0.05,17,0
0.49,11.2,A,0.992,,128,5.2,3.8,0.24,3.55,0.45,0.027,21,1
0.56,11.5,B,0.99572,,113,6,12.9,0.33,3.3,0.32,0.054,6,0
0.6,11.3,B,0.99572,,21,7,2.5,0.69,3.38,0.07,0.091,15,0
0.35,11.1,A,0.99244,,143,7.5,6.55,0.3,2.92,0.21,0.026,33,0
0.41,10.4,A,0.9946,6,129,6,6.3,0.24,3.52,0.32,0.03,34,0
0.52,9.6,A,0.9958,,182,7.1,7.4,0.17,3.35,0.38,0.052,49,0
0.47,9,A,0.99772,,158,6.6,12.8,0.42,3.24,0.13,0.044,26,0
0.44,12,A,0.99212,,133,6.8,7.4,0.39,3.18,0.34,0.02,38,1
0.65,12.5,B,0.99352,,70,6.1,2.5,0.58,3.46,0.23,0.044,16,0
0.41,8.8,A,0.99807,,155,7.3,13.9,0.19,2.94,0.27,0.057,45,1
0.49,9.9,B,0.99613,,105,8,2.1,0.6,3.3,0.22,0.08,25,0
0.54,10.5,B,0.99538,,31,7.5,1.7,0.51,3.36,0.02,0.084,13,0
0.38,8.8,A,1.0103,,176,7.9,31.6,0.33,3.15,0.28,0.053,35,0
0.29,9.2,A,0.99815,,117,7.7,11,0.34,3.27,0.28,0.04,31,0
0.55,9.8,A,0.99558,4,230,8.1,7.5,0.34,3.14,0.28,0.04,70,0
0.78,10.2,A,0.99742,,183,6.8,12.9,0.15,3.24,0.41,0.044,79.5,0
0.44,11.7,A,0.99057,,116,5.8,3.5,0.3,3.2,0.33,0.033,25,0
0.75,11.4,A,0.9917,,138,6.5,2.5,0.21,3.33,0.37,0.048,70,1
0.45,9.2,A,0.998,2,201,7.6,14.6,0.285,3,0.32,0.063,32,0
0.79,10.2,B,0.9974,,13,10.1,1.8,0.28,3.04,0.46,0.05,5,0
0.66,11.3,B,0.99586,,54,6.3,3.7,0.68,3.51,0.01,0.103,32,0
0.49,9.5,A,0.9969,,212,7.9,10.3,0.26,2.93,0.33,0.039,73,0
0.31,9.6,A,0.9951,,98,7.8,7.7,0.15,2.94,0.24,0.047,21,0
0.49,11.85,A,0.99331,,106,7.9,1.85,0.3,3.24,0.6,0.048,13,0
0.84,11.5,B,0.99494,,48,7.2,2.6,0.39,3.3,0.44,0.066,22,0
0.34,11.4,A,0.9904,,75,5.8,0.9,0.36,3.28,0.38,0.037,3,0
0.45,9.6,A,0.9955,11,148,6.7,6.4,0.31,3.16,0.42,0.057,25,0
0.49,11.4,A,0.9925,,99,8.8,5,0.27,2.87,0.25,0.024,52,0
0.51,9,A,0.99776,,181,7.6,11.7,0.37,2.91,0.51,0.094,58,0
0.42,9.2,A,0.99652,,110,7.6,7.1,0.18,3.2,0.28,0.041,29,0
0.53,10.8,B,0.99522,,39,6.9,2.4,0.63,3.34,0.01,0.076,14,0
0.72,10.9,B,0.99708,,68,10.6,2.6,0.5,3.23,0.45,0.119,34,0
0.57,10.4,A,0.9954,,172,7,12.3,0.24,2.99,0.3,0.035,72,0
0.36,12.4,A,0.98895,,132,5.4,1.2,0.29,3.28,0.38,0.029,31,0
0.67,10.1,B,0.99714,,59,7.9,2.2,0.29,3.31,0.49,0.096,21,0
0.4,9.9,A,0.9937,,63,7.2,1.1,0.15,3.37,0.33,0.027,16,0
0.51,9.9,A,0.9962,,213,6.5,12.4,0.35,3.16,0.28,0.051,86,0
0.46,9,A,0.99772,,150,6.2,13.1,0.21,3.31,0.26,0.05,59,0
0.61,8.8,A,1.00182,,235,9.2,17.3,0.34,3.08,0.54,0.06,46,0
0.74,12.8,A,0.9914,,114,7.6,1.5,0.19,3.04,0.42,0.044,6,0
0.58,9.8,B,0.9952,3,26,6.6,1.5,0.5,3.4,0.01,0.06,17,0
0.62,9.5,B,0.9971,,42,7.8,2.2,0.5,3.18,0.09,0.115,10,0
0.59,12.06666667,A,0.99005,,79,6.2,3.9,0.35,3.1,0.29,0.041,22,0
0.59,10.6,A,0.99156,,101,5.3,1,0.16,3.57,0.39,0.028,40,0
0.53,10.3,A,0.99709,,151,7.6,14.7,0.35,3.03,0.46,0.047,33,0
0.65,10.4,A,0.9939,,107,7.4,1.4,0.17,3.52,0.29,0.047,23,0
0.62,10,A,0.9941,,96,7.8,1.3,0.3,3.32,0.37,0.051,16,0
0.52,10.8,A,0.99226,6,129,7.1,1.5,0.2,3.15,0.37,0.049,28,0
0.51,11.4,A,0.99076,,115,5.9,1.6,0.23,3.21,0.24,0.037,32,0
0.37,12.7,A,0.9898,,136,7,2.7,0.22,3.16,0.31,0.03,41,1
0.77,9,B,1.00369,,95,10.2,15.4,0.54,3.18,0.37,0.214,55,0
0.59,12.5,A,0.9914,,98,7.2,5.7,0.36,2.93,0.36,0.038,26,1
0.48,11.2,A,0.99194,3,172,7.3,1.5,0.22,3.27,0.26,0.04,32,0
0.49,9.6,A,0.9948,,129,6.4,5.5,0.25,3.14,0.3,0.038,15,0
0.38,9.4,A,0.9961,,152,5.8,9.2,0.26,3.31,0.24,0.044,55,0
0.38,11.3,A,0.9909,,130,5.8,1.4,0.17,3.29,0.3,0.037,55,0
0.51,8.9,A,0.99851,,221,6.6,11.9,0.39,3.26,0.39,0.057,51,0
0.46,10.1,A,0.9957,,163,6,12.15,0.28,3.2,0.22,0.048,42,0
0.36,9.3,A,0.99534,,100,6.7,7.1,0.26,3.08,0.29,0.036,28,0
0.39,12.3,A,0.98876,,76,6.3,1.5,0.37,2.94,0.37,0.024,12,0
0.63,9.8,A,0.9944,,185,5.9,6.3,0.37,3.17,0.14,0.036,34,0
0.42,12.3,A,0.99192,,115,8,8.4,0.28,2.93,0.3,0.03,35,0
0.49,10.5,A,0.99511,,107,6.3,6,0.1,3.59,0.24,0.039,25,1
0.37,10.5,A,0.9938,,135,6.6,7.7,0.24,3.19,0.35,0.031,36,0
0.57,9.4,A,0.99787,,226,6.6,9.7,0.39,3.3,0.38,0.053,49,0
0.54,10.8,A,0.99315,,101,6.9,1.7,0.19,3.21,0.35,0.036,33,1
0.64,10.6,A,0.9931,,178,7.7,2.3,0.29,3.17,0.48,0.049,36,0
1.26,9.4,B,0.9968,,45,7.7,1.8,0.41,3.06,0.76,0.611,8,0
0.45,11,A,0.99176,,131,7,1.3,0.24,3.19,0.47,0.043,18,0
0.38,11.6,A,0.99164,,193,7.6,1.2,0.4,3.22,0.27,0.053,23,0
0.39,11.9,A,0.99176,9,121,6.8,6.9,0.22,3.02,0.31,0.037,33,1
0.29,9.7,A,0.99687,,111,6.9,11.95,0.35,3.11,0.55,0.038,22,0
0.42,13.1,A,0.99154,,216,6.5,7.8,0.28,3.03,0.38,0.031,54,0
0.91,11,B,1.0003,,37,11.5,3.3,0.35,3.32,0.49,0.07,10,0
0.53,9.7,A,0.9947,,99,8.5,4.3,0.21,3.18,0.41,0.036,24,0
0.58,9.7,A,0.99524,3,102,8.2,3.75,0.25,3.28,0.46,0.05,14,0
0.82,9.5,A,0.9992,,178,6.9,15,0.22,3.37,0.37,0.053,59,1
0.48,9.5,A,0.99542,6,215,6.3,7.9,0.27,3.19,0.37,0.047,58,0
0.38,10.4,A,0.9928,,73,8.2,0.9,0.23,3.07,0.49,0.057,15,0
0.49,9.8,B,0.99565,,109,7.7,1.8,0.58,3.08,0.1,0.102,28,0
0.39,9.5,A,0.9958,,202,6.6,7.8,0.28,3.24,0.3,0.049,57,0
0.74,10.2,A,0.9938,,77,6.8,2.2,0.57,3.32,0.29,0.04,15,0
0.32,9.5,A,0.9927,,82,6.1,0.8,0.45,3.23,0.27,0.039,13,0
0.48,9.2,B,0.99733,,113,8.5,2.1,0.66,3.13,0.2,0.097,23,0
0.56,10.9,B,0.99476,,36,7,2.3,0.42,3.39,0.19,0.071,18,0
0.56,10.4,A,0.99522,,139,6.9,12.2,0.28,3.03,0.28,0.042,52,0
0.4,11.3,A,0.9915,,188,6.6,3.1,0.27,3.24,0.25,0.052,41,0
0.57,10.6,A,0.9924,,104,7.2,1.3,0.16,3.23,0.49,0.037,27,0
0.66,13.6,B,0.9902,,80,5,4.3,0.4,3.49,0.5,0.046,29,0
0.51,11,A,0.99109,,57,8.3,1.1,0.18,3.02,0.3,0.033,20,0
0.55,9.5,B,0.99745,,88,7.2,2.5,0.6,3.53,0.04,0.076,18,0
0.58,9.6,A,0.9954,1,200,6.2,6.6,0.37,3.29,0.3,0.346,79,0
0.74,9.9,A,0.9926,,71,7.1,1.3,0.18,3.04,0.26,0.041,20,0
0.53,8.8,A,0.9985,,217,7.5,13,0.24,3.08,,0.049,46,0
0.34,10.1,A,0.99364,9,175,6.5,6.6,0.27,3.16,0.19,0.045,98,0
0.56,11.6,A,0.99126,,147,6,4.1,0.28,3.27,0.27,0.046,50,0
1.08,9.2,B,0.9965,,20,7.6,1.3,0.68,3.17,0.02,0.072,9,0
0.47,11.4,A,0.99254,,81,6.7,7.4,0.28,3.04,0.31,0.041,7,1
0.68,9.5,A,0.998,,181,10.7,8.2,0.22,2.87,0.56,0.044,37,0
0.46,9.8,A,0.9954,,160,7,7.4,0.31,3.13,0.26,0.069,28,0
0.86,9.9,B,0.99836,,51,11.6,1.6,0.47,3.38,0.44,0.147,36,0
0.35,10.5,A,0.99724,,139,6.4,17.05,0.18,3.25,0.28,0.047,53,0
0.62,12.1,B,0.99658,,13,8.8,5.9,0.33,3.3,0.41,0.073,7,1
0.28,10.8,A,0.9905,,131,6.4,1.1,0.45,2.97,0.07,0.03,10,0
0.32,11.9,A,0.9906,,111,6.6,2.5,0.545,3.14,0.04,0.031,48,0
0.5,11.4,A,0.99048,,117,7,0.9,0.29,3.21,0.33,0.041,20,0
0.48,11.2,A,0.98984,,85,6.6,1.3,0.25,2.87,0.25,0.04,28,0
0.38,9.2,A,0.99312,,120,6.7,1.2,0.325,2.99,0.82,0.152,49,0
0.5,9.8,A,0.9984,,199,7.6,13.9,0.27,3.34,0.25,0.05,45,0
0.39,10.5,A,0.99142,,98,5.5,1.7,0.375,3.29,0.38,0.036,17,0
0.64,11.75,A,0.99018,,118,6,1.3,0.24,3.04,0.41,0.036,42,0
0.71,10.2,B,0.99547,,44,5.9,2,0.645,3.57,0.12,0.075,32,0
0.38,12.3,A,0.99139,,113,6.9,8.3,0.28,2.99,0.3,0.026,37,1
0.48,10.4,A,0.9928,,136,6.9,1.3,0.24,3.31,0.39,0.063,18,1
0.45,12.9,A,0.99,,111,6.8,2,0.17,3.24,0.34,0.04,38,0
0.45,11.4,A,0.99022,,103,6.7,1.65,0.2,3.11,0.37,0.025,42,0
0.62,9.8,B,0.9974,,49,6.4,1.9,0.37,3.57,0.25,0.074,21,0
0.71,12.1,A,0.99192,,128,6.6,6,0.15,3.19,0.32,0.033,59,1
0.43,9.5,A,0.99466,5,201,6,5.3,0.2,3.21,0.24,0.075,49,0
0.58,10.1,B,0.99576,,52,7.2,2,0.34,3.44,0.24,0.071,30,0
0.78,10.2,A,0.99742,,182,6.8,12.9,0.15,3.24,0.41,0.044,79.5,0
0.46,8.9,A,0.99862,,113,5.7,16,0.22,3.22,0.2,0.044,41,0
0.63,10.6,A,0.99394,,181,6.7,2.3,0.27,3.45,0.26,0.043,61,0
0.59,11.3,A,0.9935,,132,7.2,7.2,0.22,3.08,0.28,0.06,41,0
0.86,12,A,0.9909,8,153,6.2,1.7,0.16,3.33,0.34,0.038,85,1
0.43,11.9,A,0.99093,,154,7.9,1,0.2,3.08,0.39,0.041,37,0
0.3,9.1,A,0.99571,,207,6,9.7,0.23,3.05,0.15,0.048,101,0
0.41,8.8,A,0.99807,,155,7.3,13.9,0.19,2.94,0.27,0.057,45,1
0.51,11.8,A,0.9927,,128,8.8,5.9,0.39,2.95,0.34,0.055,33,0
0.52,10.2,A,0.99521,,98,6.1,10.7,0.32,3.34,0.33,0.036,27,0
0.53,12.2,A,0.99168,4,119,5.3,9.65,0.32,3.18,0.23,0.026,26,0
0.72,9.8,B,1.00025,,61,8.1,3.3,0.87,3.6,0,0.096,26,0
0.62,11.2,A,0.99095,,130,6.8,1.8,0.29,3.05,0.32,0.032,18,0
0.48,9.1,A,0.99712,,196,6.5,7.4,0.35,3.47,0.38,0.036,20,0
0.29,9.2,A,0.99815,,117,7.7,11,0.34,3.27,0.28,0.04,31,0
0.7,9.3,B,1,,22,12.7,2.3,0.59,3,0.45,0.082,11,0
0.58,10.3,B,0.9986,,22,8.9,2.3,0.59,3.37,0.39,0.095,5,0
0.87,10.2,B,0.9988,,15,12.5,2,0.46,2.99,0.63,0.071,6,0
0.38,9.6,A,0.9965,,158,7.3,7.5,0.25,3.43,0.29,0.049,38,0
0.54,9.9,A,0.99362,,189,6.9,1.3,0.3,3.29,0.29,0.053,24,0
0.3,9.3,A,0.99815,10,119,7.6,10.6,0.3,3.27,0.27,0.039,31,0
0.56,12.3,B,0.9952,7,48,6.6,2.3,0.84,3.52,0.03,0.059,32,1
0.47,9.1,A,0.9962,,140,6.4,9.7,0.26,3.18,0.42,0.044,30,0
0.6,13,A,0.9904,,155,6.7,2.1,0.51,3.22,0.24,0.043,14,0
0.83,11.2,B,0.99672,,28,10.1,1.6,0.31,3.24,0.35,0.075,9,1
0.43,10,A,0.99475,,213,6.4,7.5,0.31,3.32,0.39,0.04,57,0
0.36,9.4,A,0.9961,,177,6,11.1,0.22,3.08,0.25,0.056,112,0
0.7,9.5,A,0.9958,,344,9.1,1.7,0.33,3.1,0.38,0.062,50.5,0
0.38,9.4,A,0.99502,,178,6.7,7.1,0.54,3.16,0.27,0.049,8,0
0.47,9.5,A,0.9966,,152,6.1,9.8,0.24,3.31,0.27,0.062,33,0
0.44,9,A,0.99773,,174,7.2,11.4,0.24,3.2,0.27,0.034,40,0
0.43,12.2,A,0.9908,,124,7.1,2.1,0.25,3.28,0.39,0.036,30,1
0.57,10.9,A,0.99385,,155,7.5,4.9,0.33,3.36,0.28,0.042,21,0
0.58,10.5,A,0.99462,,113,5.9,7.4,0.25,3.38,0.24,0.044,21,0
0.38,12.2,A,0.9904,,135,6.9,3.5,0.48,3.14,0.36,0.03,31,1
0.35,9.4,A,0.9966,,145,7.6,10.5,0.31,3.04,0.29,0.04,21,0
0.51,9.3,A,0.9937,,168,7.6,1.5,0.67,3.05,0.14,0.074,25,0
0.42,10.4,A,0.992,,126,6.9,0.9,0.46,3.1,0.2,0.054,5,0
0.5,9.8,B,0.99576,,45,7.3,1.7,0.74,3.24,0.08,0.094,10,0
0.48,12.2,A,0.9907,,107,7.1,1.8,0.28,3.25,0.44,0.032,32,1
0.52,11,A,0.9951,,145,9.5,2.3,0.42,3.06,0.41,0.034,22,0
0.64,9.6,B,0.9966,,31,7.7,1.9,0.49,3.39,0.26,0.062,9,0
0.79,12.2,B,0.9973,,20,9.4,4.6,0.41,3.34,0.48,0.072,10,1
0.59,9.7,B,0.9998,,38,9.1,3.1,0.64,3.28,0.23,0.095,13,0
0.69,11.1,A,0.99116,,129,6.45,1.2,0.14,3.27,0.42,0.05,51,1
0.5,9.6,A,0.99553,,206,6.7,8.6,0.25,3.18,0.36,0.037,63,0
0.72,9.8,A,0.9924,,218.5,6,1,0.37,3.29,0.32,0.053,31,0
0.49,9.3,A,0.9984,,185,7.4,14.15,0.64,2.9,0.47,0.168,42,0
0.5,12,A,0.9953,,131,6.7,13.9,0.27,3.36,0.3,0.029,34,1
0.38,11.6,A,0.99116,,139,7.7,3.8,0.27,3.04,0.49,0.037,46,0
0.41,12.7,A,0.98952,,120,6,2.3,0.31,3.32,0.27,0.042,19,1
0.23,12.2,A,0.99148,2,103,8,6.4,0.34,2.91,0.25,0.035,38,0
0.42,9.2,A,0.998,,107,7.1,14.45,0.26,2.96,0.32,0.074,29,0
0.43,13.4,A,0.99143,,132,6.9,7.5,0.33,3.23,0.62,0.038,46,1
0.47,9.7,A,0.9946,,171,8.9,1.4,0.33,3.13,0.34,0.056,14,0
0.51,9.6,A,0.9976,,194,8.3,7.8,0.28,3.34,0.4,0.041,38,0
0.73,11.4,B,0.99534,,8,9.9,2,0.32,3.15,0.56,0.073,3,0
0.62,10.1,B,0.99588,,70,7.3,2.3,0.32,3.43,0.23,0.066,35,0
0.38,12.2,A,0.99182,,127,7,6.3,0.19,3.31,0.33,0.032,42,0
0.46,9.3,A,0.9952,,151,9.2,2.4,0.22,3.04,0.4,0.054,18,0
0.84,9.2,B,1.00005,2,24,15,2.2,0.21,3.07,0.44,0.075,10,1
0.39,11.4,A,0.9908,,75,6.5,1,0.16,3.3,0.33,0.027,23,1
0.32,12.9,A,0.98896,,73,5.6,2.9,0.12,3.17,0.33,0.044,21,1
0.39,12.8,A,0.98944,,144,6,3.1,0.26,3.22,0.29,0.041,37,1
0.54,9.8,A,0.99208,,166,6.9,1.2,0.31,3.05,0.32,0.024,20,0
0.58,12,A,0.9917,,80,6.3,4.6,0.34,3.38,0.33,0.034,19,1
0.6,9.4,A,0.99656,,215,6.2,11.2,0.3,3.19,0.49,0.058,68,0
0.45,9.5,B,0.99558,,77.5,6.6,4.3,0.63,3.2,0,0.093,51,0
0.53,8.9,A,0.998,,140,7.8,12.2,0.18,3.06,0.31,0.053,46,0
0.64,9.1,B,0.998,,43,7.6,2,0.41,3.48,0.49,0.088,16,0
0.63,9.2,A,0.9991,,213,7.7,14.3,0.3,3.18,0.42,0.045,45,0
0.74,11.6,A,0.98961,,96,6.3,1.2,0.22,3.06,0.34,0.036,32,0
0.54,11,A,0.99368,,114,6.9,8,0.23,3.22,0.41,0.03,30,0
0.57,11,B,0.9966,,31,10,2.3,0.73,3.15,0.43,0.059,15,0
0.59,9.2,B,0.99736,4,75,8.4,2.2,0.67,3.2,0.19,0.093,11,0
0.49,10,A,0.99494,,120,5.8,10.8,0.345,3.25,0.15,0.033,26,0
0.88,12.4,B,0.99528,,48,8.2,2.5,0.33,3.32,0.39,0.074,29,1
0.59,9.5,B,0.9962,,11,7.6,1.8,0.41,3.28,0.24,0.08,4,0
0.47,8.9,A,0.9961,,214,6.8,7.8,0.26,3.13,0.24,0.052,54,0
0.44,9.5,A,0.9952,,161,6.8,6.5,0.35,3.14,0.44,0.056,31,0
0.39,11.2,A,0.9932,,190,7.9,2,0.255,3.04,0.26,0.026,40,0
0.6,9.8,A,0.99699,,173,7.4,11.8,0.27,3.11,0.26,0.053,55,0
0.46,9.2,A,0.99345,,98,6.2,1,0.47,3.14,0.21,0.044,13,0
0.48,9,A,0.99778,,183,7.4,12.3,0.21,2.95,0.8,0.038,77,0
