,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
256,0.81,12.0,A,0.99253,125.0,6.6,4.9,0.35,3.32,0.34,0.032,9.0,0,1,1
257,0.36,9.5,A,0.99704,120.0,7.0,13.3,0.15,3.2,0.3,0.049,46.0,1,1,1
258,0.56,9.0,B,1.0006,35.0,13.2,2.2,0.46,3.1,0.52,0.071,12.0,0,0,0
259,0.42,10.6,A,0.9958,111.0,9.4,10.7,0.3,2.85,0.32,0.029,14.0,0,1,1
260,0.38,12.2,A,0.99021,105.0,6.7,3.5,0.28,3.18,0.42,0.035,43.0,0,1,1
261,0.62,9.5,B,0.9961,96.0,7.8,1.7,0.63,3.19,0.48,0.1,14.0,0,0,0
262,0.89,12.3,B,0.9955,34.0,6.6,2.7,0.815,3.58,0.02,0.072,17.0,1,0,0
263,0.41,11.0,A,0.99096,184.0,6.2,1.1,0.16,3.22,0.32,0.036,74.0,0,1,1
264,0.4,12.0,A,0.9904,140.0,7.8,1.3,0.17,3.16,0.5,0.045,35.0,0,1,1
265,0.4,12.5,A,0.9898,110.0,6.1,1.1,0.27,3.36,0.32,0.034,24.0,0,1,1
266,0.56,11.7,A,0.98986,94.0,6.4,1.1,0.12,3.01,0.3,0.031,37.0,0,1,1
267,0.57,10.5,A,0.9948,202.0,6.7,2.7,0.39,3.46,0.31,0.054,27.0,0,1,1
268,0.52,10.0,A,0.99616,204.0,7.1,11.1,0.39,3.05,0.39,0.034,25.0,0,1,1
269,0.47,13.6,A,0.98872,111.0,6.0,3.5,0.38,3.18,0.26,0.035,38.0,1,1,1
270,0.55,11.0,A,0.99435,251.0,7.0,9.9,0.33,3.01,0.78,0.042,21.0,0,1,1
271,0.44,9.8,A,0.99461,203.0,7.2,5.8,0.34,3.17,0.2,0.062,52.0,0,1,1
272,0.64,9.8,B,0.9973,36.0,6.7,2.0,0.54,3.61,0.13,0.076,15.0,0,0,0
273,0.54,9.8,A,0.99208,166.0,6.9,1.2,0.31,3.05,0.32,0.024,20.0,0,1,1
274,0.54,10.7,B,0.9966,14.0,7.4,4.25,1.185,3.63,0.0,0.097,5.0,0,0,0
275,1.36,10.3,B,0.997,57.0,8.9,1.9,0.29,3.18,0.35,0.067,25.0,0,0,0
276,0.51,11.5,A,0.9911,114.0,6.5,1.0,0.13,3.41,0.37,0.036,48.0,1,1,1
277,0.45,9.8,A,0.9936,84.0,8.0,1.8,0.19,3.15,0.36,0.05,16.0,1,1,1
278,0.52,10.8,B,0.99518,41.0,6.9,2.8,0.57,3.41,0.0,0.081,21.0,0,0,0
279,0.58,10.7,B,0.9972,37.0,8.0,2.7,0.62,3.31,0.33,0.088,16.0,0,0,0
280,0.58,12.6,A,0.99148,97.0,7.3,6.5,0.4,3.16,0.28,0.037,26.0,1,1,1
281,0.64,12.2,B,0.99639,10.0,9.4,4.6,0.395,3.27,0.46,0.094,3.0,1,0,0
283,0.58,9.9,A,0.99408,113.0,6.4,6.6,0.2,2.99,0.15,0.046,26.0,0,1,1
284,0.48,9.7,A,0.99526,212.0,6.6,7.7,0.32,3.22,0.34,0.044,63.0,0,1,1
285,0.37,12.9,A,0.98892,103.0,5.6,1.7,0.18,3.35,0.27,0.03,31.0,0,1,1
286,0.5,9.3,A,0.9943,117.0,6.4,1.6,0.33,3.36,0.24,0.054,25.0,0,1,1
287,0.48,10.5,B,0.9956,124.0,7.0,1.9,0.58,3.44,0.12,0.091,34.0,0,0,0
288,0.35,9.1,A,1.0,163.0,7.4,13.1,0.18,3.42,0.36,0.056,72.0,0,1,1
289,0.56,12.25,A,0.99044,93.0,6.6,1.3,0.27,3.11,0.32,0.044,18.0,0,1,1
290,0.51,9.3,B,0.99655,55.0,7.6,1.5,0.665,3.39,0.1,0.066,27.0,0,0,0
291,0.36,9.4,A,0.9938,102.0,5.5,4.5,0.16,3.24,0.22,0.03,30.0,0,1,1
292,0.43,11.3,A,0.9948,167.0,7.7,11.2,0.44,3.12,0.24,0.031,41.0,1,1,1
293,1.04,10.6,B,0.9967,46.0,9.1,1.8,0.28,3.32,0.48,0.067,26.0,0,0,0
294,0.6,10.3,A,0.9927,187.0,6.9,1.3,0.33,3.27,0.28,0.051,37.0,0,1,1
295,0.57,9.5,B,0.99788,139.0,9.2,2.6,0.53,3.21,0.24,0.078,28.0,0,0,0
296,0.46,10.8,A,0.9931,133.0,6.2,4.7,0.17,3.41,0.28,0.037,39.0,1,1,1
297,0.46,9.0,A,0.9958,173.0,6.8,6.9,0.31,3.19,0.42,0.046,50.0,0,1,1
298,0.76,10.7,A,0.9928,157.0,6.3,4.5,0.22,3.05,0.27,0.036,81.0,1,1,1
299,0.46,9.7,A,0.9996,219.0,8.0,17.2,0.25,2.96,0.13,0.036,49.0,0,1,1
300,0.47,9.8,A,0.999,163.0,6.6,14.0,0.25,3.56,0.35,0.069,42.0,0,1,1
301,0.46,9.5,A,0.9944,223.0,9.6,1.45,0.29,2.92,0.46,0.039,77.5,0,1,1
302,0.38,13.0,A,0.99116,117.0,6.9,7.5,0.27,3.09,0.25,0.03,18.0,0,1,1
303,0.42,9.0,A,0.99564,177.0,6.3,7.05,0.29,3.23,0.14,0.045,50.0,0,1,1
304,0.59,11.1,B,0.99648,67.0,7.3,2.5,0.43,3.6,0.24,0.078,27.0,0,0,0
305,0.66,11.6,B,0.99526,21.0,7.8,2.0,0.39,3.39,0.42,0.086,9.0,0,0,0
306,0.49,11.3,A,0.9908,90.0,4.7,1.0,0.145,3.76,0.29,0.042,35.0,0,1,1
307,0.35,13.0,A,0.98889,74.0,7.3,1.8,0.41,2.96,0.29,0.032,26.0,1,1,1
308,0.46,12.0,A,0.9911,103.0,6.8,2.4,0.35,3.28,0.32,0.048,35.0,1,1,1
309,0.56,9.5,B,0.99787,115.0,6.9,6.7,0.63,3.22,0.33,0.235,66.0,0,0,0
310,0.63,10.5,B,0.99647,20.0,7.4,2.2,0.47,3.32,0.46,0.114,7.0,0,0,0
311,0.59,10.0,B,0.9975,54.0,7.8,2.3,0.59,3.43,0.18,0.076,17.0,0,0,0
312,0.66,10.5,B,0.9986,42.0,8.8,2.2,0.41,3.54,0.64,0.093,9.0,0,0,0
313,0.77,13.4,A,0.98953,130.0,5.4,2.1,0.46,3.39,0.15,0.026,29.0,1,1,1
314,1.05,10.8,B,0.9976,22.0,10.5,1.8,0.24,3.21,0.42,0.077,6.0,1,0,0
315,0.47,12.2,A,0.9893,138.0,6.7,1.9,0.34,3.0,0.26,0.038,58.0,1,1,1
316,0.38,12.4,A,0.9922,87.0,6.5,11.25,0.43,3.02,0.28,0.032,31.0,0,1,1
317,0.43,12.2,A,0.9905,102.0,7.0,3.0,0.24,3.18,0.34,0.035,36.0,0,1,1
318,0.38,9.0,A,0.9967,154.0,6.8,10.7,0.25,3.05,0.27,0.076,47.0,0,1,1
319,0.5,12.3,A,0.99067,112.0,6.5,5.2,0.38,3.06,0.26,0.042,33.0,1,1,1
320,0.52,10.0,A,0.9956,251.0,6.7,6.4,0.18,3.29,0.3,0.048,40.0,0,1,1
321,0.4,9.9,A,0.9956,186.0,7.2,8.5,0.23,3.19,0.32,0.058,47.0,0,1,1
322,0.62,10.0,A,0.9941,167.0,5.8,6.6,0.34,3.29,0.21,0.04,50.0,0,1,1
323,0.5,9.1,A,0.9972,222.0,7.2,10.7,0.28,3.14,0.3,0.044,61.0,0,1,1
324,0.52,9.1,A,0.99482,147.0,5.4,3.3,0.375,3.42,0.4,0.054,29.0,0,1,1
325,0.51,9.0,A,0.99773,170.0,7.6,11.7,0.39,2.91,0.46,0.084,55.0,0,1,1
326,0.31,12.6,A,0.98956,178.0,5.0,4.5,0.27,3.45,0.32,0.032,58.0,1,1,1
327,0.47,9.3,A,0.9982,126.0,8.3,9.2,0.33,3.38,0.43,0.046,22.0,0,1,1
328,0.57,9.9,A,0.9958,99.0,8.2,1.4,0.21,3.17,0.48,0.041,11.0,0,1,1
329,0.46,10.6,A,0.9916,66.0,6.5,1.1,0.36,3.1,0.32,0.031,13.0,0,1,1
330,0.45,8.9,A,0.99902,240.0,7.3,14.9,0.37,3.13,0.16,0.048,59.0,0,1,1
331,0.76,10.5,B,0.9974,121.0,7.0,5.6,0.49,3.34,0.49,0.06,26.0,0,0,0
332,0.35,10.2,A,0.995,159.0,9.0,5.9,0.245,2.93,0.38,0.045,52.0,0,1,1
333,0.59,11.9,A,0.99076,92.0,6.5,2.2,0.22,3.27,0.32,0.028,36.0,1,1,1
334,0.39,11.0,A,0.99221,129.0,5.1,6.7,0.33,3.36,0.27,0.022,44.0,1,1,1
335,0.44,9.1,A,0.9983,148.0,7.1,14.5,0.31,2.94,0.5,0.059,6.0,0,1,1
336,0.45,9.7,A,0.9951,175.0,9.0,1.5,0.43,3.11,0.3,0.05,7.0,0,1,1
337,0.3,11.0,A,0.99326,127.0,6.4,9.1,0.22,2.97,0.38,0.044,35.0,1,1,1
338,0.42,12.2,A,0.9924,130.0,8.3,4.45,0.2,3.25,0.74,0.044,33.0,0,1,1
339,0.42,11.4,A,0.9907,143.0,7.6,1.1,0.19,2.92,0.41,0.04,38.0,0,1,1
340,0.61,10.6,B,0.9996,47.0,13.0,2.6,0.32,3.05,0.65,0.093,15.0,0,0,0
341,0.5,9.1,A,0.998,183.0,6.6,14.4,0.25,3.02,0.3,0.052,40.0,0,1,1
342,0.58,9.0,B,0.99706,85.0,7.6,1.9,0.49,3.41,0.33,0.074,27.0,0,0,0
343,0.35,11.5,A,0.99084,138.0,6.4,1.2,0.14,3.38,0.31,0.034,53.0,1,1,1
344,0.51,10.2,A,0.993,140.0,6.6,1.6,0.14,3.32,0.44,0.042,47.0,0,1,1
345,0.45,10.0,A,0.99232,92.0,5.9,1.3,0.2,3.2,0.4,0.047,23.0,0,1,1
346,0.75,8.8,A,1.0006,145.0,8.1,14.1,0.17,3.28,0.44,0.053,43.0,1,1,1
347,0.54,9.2,B,0.9959,65.0,6.7,1.8,0.58,3.28,0.08,0.097,15.0,0,0,0
348,0.68,10.0,B,0.9984,89.0,10.0,2.7,0.43,3.22,0.33,0.095,28.0,0,0,0
349,0.52,9.4,B,0.9993,83.0,6.9,10.7,0.605,3.45,0.12,0.073,40.0,0,0,0
350,0.5,9.0,A,0.99911,174.0,6.0,19.3,0.28,3.14,0.29,0.051,36.0,0,1,1
351,0.52,10.5,A,0.99273,154.0,6.8,1.9,0.26,3.18,0.24,0.043,70.0,0,1,1
352,0.71,11.5,A,0.9917,100.0,6.1,2.1,0.36,3.4,0.27,0.035,16.0,1,1,1
353,0.54,10.8,A,0.99144,61.0,6.0,1.7,0.17,3.22,0.36,0.042,14.0,0,1,1
354,0.38,9.8,A,0.9927,84.0,6.4,1.1,0.34,3.21,0.1,0.048,19.0,0,1,1
355,0.54,9.5,B,0.996,21.0,7.4,1.6,0.67,3.39,0.12,0.186,5.0,0,0,0
356,0.31,13.0,A,0.989315,101.0,6.3,1.8,0.25,3.19,0.53,0.021,41.0,0,1,1
357,0.49,12.0,A,0.99021,93.0,5.9,1.5,0.2,3.36,0.23,0.037,38.0,0,1,1
358,1.01,10.5,A,0.9943,146.0,6.3,6.3,0.37,3.1,0.51,0.048,35.0,0,1,1
359,0.47,12.0,A,0.9928,178.0,8.0,4.6,0.32,3.29,0.36,0.042,56.0,0,1,1
360,0.61,12.5,B,0.99444,28.0,5.2,2.15,0.645,3.78,0.0,0.08,15.0,0,0,0
361,0.63,10.2,B,0.9994,62.0,10.0,2.2,0.59,3.18,0.31,0.09,26.0,0,0,0
362,0.44,11.1,A,0.9912,105.0,6.2,1.4,0.25,3.3,0.25,0.03,35.0,1,1,1
363,0.5,9.5,A,0.99784,114.0,6.8,17.5,0.19,2.85,0.71,0.042,21.0,0,1,1
364,0.6,9.0,A,0.99938,185.0,6.9,16.0,0.32,3.34,0.27,0.034,58.0,0,1,1
365,0.77,10.5,B,0.9991,47.0,8.9,5.6,0.4,3.38,0.32,0.087,10.0,1,0,0
366,0.49,9.6,B,0.99529,64.0,6.8,1.8,0.48,3.12,0.08,0.074,40.0,0,0,0
367,0.7,10.1,B,0.9984,31.0,9.4,2.7,0.685,3.19,0.11,0.077,6.0,0,0,0
368,0.41,9.5,A,0.9936,118.0,6.8,1.4,0.34,3.21,0.1,0.049,29.0,0,1,1
369,0.39,12.9,A,0.98914,106.0,6.2,1.6,0.3,3.26,0.31,0.035,40.0,1,1,1
370,0.41,9.0,A,0.99672,103.0,6.6,10.7,0.41,3.08,0.27,0.11,20.0,0,1,1
371,0.61,9.9,A,0.99228,121.0,6.1,1.3,0.41,3.24,0.04,0.036,23.0,0,1,1
372,0.75,10.9,B,0.99638,60.0,8.2,2.1,0.635,3.29,0.1,0.073,25.0,0,0,0
373,0.38,12.0,A,0.99085,92.0,7.5,4.6,0.26,3.15,0.3,0.027,29.0,1,1,1
374,0.56,12.3,B,0.9952,48.0,6.6,2.3,0.84,3.52,0.03,0.059,32.0,1,0,0
375,0.47,11.2,A,0.99047,90.0,7.0,2.6,0.16,2.88,0.3,0.043,34.0,0,1,1
376,0.6,10.0,B,0.99815,28.0,8.6,2.0,0.645,3.28,0.25,0.083,8.0,0,0,0
377,0.49,11.8,A,0.9922,87.0,7.7,1.9,0.22,3.3,0.42,0.052,10.0,0,1,1
378,0.4,9.5,A,0.99238,122.0,6.4,1.0,0.25,3.0,0.57,0.062,21.0,0,1,1
379,0.39,10.6,A,0.99366,167.0,8.2,1.2,0.52,3.24,0.34,0.042,18.0,0,1,1
380,0.4,10.3,A,0.9932,122.0,8.5,1.5,0.15,3.03,0.49,0.031,17.0,0,1,1
381,0.42,9.733333333,A,0.99362,187.0,5.2,6.2,0.22,3.19,0.46,0.066,41.0,0,1,1
382,0.34,10.9,A,0.993,41.0,8.6,6.1,0.27,2.89,0.46,0.032,13.0,0,1,1
383,0.59,9.7,A,0.998,164.0,10.3,2.2,0.25,3.19,0.48,0.042,28.0,0,1,1
384,0.62,9.9,A,0.9937,210.0,6.5,2.25,0.3,3.19,0.29,0.037,8.0,0,1,1
385,0.45,8.9,A,0.99896,111.0,6.0,17.8,0.28,3.1,0.24,0.047,42.0,0,1,1
386,0.34,11.9,A,0.99364,93.0,6.2,11.8,0.2,3.18,0.29,0.035,21.0,0,1,1
387,0.34,12.9,A,0.98976,155.0,5.0,5.7,0.29,3.27,0.54,0.035,54.0,1,1,1
388,0.5,11.0,A,0.9924,119.0,5.9,4.2,0.3,3.15,0.23,0.038,42.0,0,1,1
389,0.59,10.96666667,A,0.9937,149.0,6.0,10.8,0.29,3.09,0.41,0.048,55.0,1,1,1
390,0.54,10.0,A,0.9948,129.0,8.0,1.5,0.24,3.2,0.36,0.047,17.0,0,1,1
391,0.76,11.6,B,0.9971,52.0,9.9,2.4,0.53,3.19,0.57,0.093,30.0,1,0,0
392,0.82,11.5,A,0.99206,107.0,6.8,7.0,0.21,2.98,0.37,0.038,27.0,0,1,1
393,0.8,11.2,B,0.99516,28.0,8.6,2.3,0.47,3.18,0.27,0.055,14.0,0,0,0
394,0.43,12.0,A,0.99052,122.0,6.7,2.9,0.24,3.25,0.41,0.039,48.0,0,1,1
395,0.36,9.3,A,0.9951,245.0,6.2,6.8,0.21,3.06,0.38,0.036,64.0,0,1,1
396,0.63,10.8,A,0.992,75.0,7.9,1.2,0.18,3.18,0.37,0.04,16.0,0,1,1
397,0.5,9.1,B,0.99801,119.0,8.4,2.6,0.59,3.15,0.29,0.109,31.0,0,0,0
398,0.33,12.9,A,0.99172,106.0,6.3,8.8,0.43,3.28,0.32,0.042,18.0,1,1,1
399,0.57,10.8,A,0.9938,152.0,6.8,5.9,0.22,3.2,0.32,0.054,40.0,0,1,1
400,0.49,11.2,A,0.99196,119.0,7.4,1.9,0.36,3.15,0.32,0.036,27.0,0,1,1
401,0.6,9.5,A,0.99336,93.0,6.6,2.4,0.38,3.18,0.29,0.136,15.0,0,1,1
402,0.37,9.0,A,0.9955,192.0,6.4,7.8,0.3,3.1,0.38,0.046,35.0,0,1,1
403,0.6,10.4,A,0.9937,141.0,5.3,6.6,0.32,3.36,0.12,0.043,22.0,0,1,1
404,0.5,10.4,A,0.99976,174.0,7.7,18.95,0.3,3.2,0.26,0.053,36.0,0,1,1
405,0.46,8.8,A,0.99906,118.0,6.6,17.3,0.22,3.08,0.23,0.047,37.0,0,1,1
406,0.41,12.6,A,0.9899,136.0,6.9,1.8,0.21,3.25,0.33,0.034,48.0,1,1,1
407,0.55,9.4,A,0.9936,126.0,6.2,2.8,0.2,3.18,0.32,0.05,17.0,0,1,1
408,0.49,11.2,A,0.992,128.0,5.2,3.8,0.24,3.55,0.45,0.027,21.0,1,1,1
409,0.56,11.5,B,0.99572,113.0,6.0,12.9,0.33,3.3,0.32,0.054,6.0,0,0,0
410,0.6,11.3,B,0.99572,21.0,7.0,2.5,0.69,3.38,0.07,0.091,15.0,0,0,0
411,0.35,11.1,A,0.99244,143.0,7.5,6.55,0.3,2.92,0.21,0.026,33.0,0,1,1
412,0.41,10.4,A,0.9946,129.0,6.0,6.3,0.24,3.52,0.32,0.03,34.0,0,1,1
413,0.52,9.6,A,0.9958,182.0,7.1,7.4,0.17,3.35,0.38,0.052,49.0,0,1,1
414,0.47,9.0,A,0.99772,158.0,6.6,12.8,0.42,3.24,0.13,0.044,26.0,0,1,1
415,0.44,12.0,A,0.99212,133.0,6.8,7.4,0.39,3.18,0.34,0.02,38.0,1,1,1
416,0.65,12.5,B,0.99352,70.0,6.1,2.5,0.58,3.46,0.23,0.044,16.0,0,0,0
417,0.41,8.8,A,0.99807,155.0,7.3,13.9,0.19,2.94,0.27,0.057,45.0,1,1,1
418,0.49,9.9,B,0.99613,105.0,8.0,2.1,0.6,3.3,0.22,0.08,25.0,0,0,0
419,0.54,10.5,B,0.99538,31.0,7.5,1.7,0.51,3.36,0.02,0.084,13.0,0,0,0
420,0.38,8.8,A,1.0103,176.0,7.9,31.6,0.33,3.15,0.28,0.053,35.0,0,1,1
421,0.29,9.2,A,0.99815,117.0,7.7,11.0,0.34,3.27,0.28,0.04,31.0,0,1,1
422,0.55,9.8,A,0.99558,230.0,8.1,7.5,0.34,3.14,0.28,0.04,70.0,0,1,1
423,0.78,10.2,A,0.99742,183.0,6.8,12.9,0.15,3.24,0.41,0.044,79.5,0,1,1
424,0.44,11.7,A,0.99057,116.0,5.8,3.5,0.3,3.2,0.33,0.033,25.0,0,1,1
425,0.75,11.4,A,0.9917,138.0,6.5,2.5,0.21,3.33,0.37,0.048,70.0,1,1,1
426,0.45,9.2,A,0.998,201.0,7.6,14.6,0.285,3.0,0.32,0.063,32.0,0,1,1
427,0.79,10.2,B,0.9974,13.0,10.1,1.8,0.28,3.04,0.46,0.05,5.0,0,0,0
428,0.66,11.3,B,0.99586,54.0,6.3,3.7,0.68,3.51,0.01,0.103,32.0,0,0,0
429,0.49,9.5,A,0.9969,212.0,7.9,10.3,0.26,2.93,0.33,0.039,73.0,0,1,1
430,0.31,9.6,A,0.9951,98.0,7.8,7.7,0.15,2.94,0.24,0.047,21.0,0,1,1
431,0.49,11.85,A,0.99331,106.0,7.9,1.85,0.3,3.24,0.6,0.048,13.0,0,1,1
432,0.84,11.5,B,0.99494,48.0,7.2,2.6,0.39,3.3,0.44,0.066,22.0,0,0,0
433,0.34,11.4,A,0.9904,75.0,5.8,0.9,0.36,3.28,0.38,0.037,3.0,0,1,1
434,0.45,9.6,A,0.9955,148.0,6.7,6.4,0.31,3.16,0.42,0.057,25.0,0,1,1
435,0.49,11.4,A,0.9925,99.0,8.8,5.0,0.27,2.87,0.25,0.024,52.0,0,1,1
436,0.51,9.0,A,0.99776,181.0,7.6,11.7,0.37,2.91,0.51,0.094,58.0,0,1,1
438,0.53,10.8,B,0.99522,39.0,6.9,2.4,0.63,3.34,0.01,0.076,14.0,0,0,0
439,0.72,10.9,B,0.99708,68.0,10.6,2.6,0.5,3.23,0.45,0.119,34.0,0,0,0
440,0.57,10.4,A,0.9954,172.0,7.0,12.3,0.24,2.99,0.3,0.035,72.0,0,1,1
441,0.36,12.4,A,0.98895,132.0,5.4,1.2,0.29,3.28,0.38,0.029,31.0,0,1,1
442,0.67,10.1,B,0.99714,59.0,7.9,2.2,0.29,3.31,0.49,0.096,21.0,0,0,0
443,0.4,9.9,A,0.9937,63.0,7.2,1.1,0.15,3.37,0.33,0.027,16.0,0,1,1
444,0.51,9.9,A,0.9962,213.0,6.5,12.4,0.35,3.16,0.28,0.051,86.0,0,1,1
445,0.46,9.0,A,0.99772,150.0,6.2,13.1,0.21,3.31,0.26,0.05,59.0,0,1,1
446,0.61,8.8,A,1.00182,235.0,9.2,17.3,0.34,3.08,0.54,0.06,46.0,0,1,1
447,0.74,12.8,A,0.9914,114.0,7.6,1.5,0.19,3.04,0.42,0.044,6.0,0,1,1
448,0.58,9.8,B,0.9952,26.0,6.6,1.5,0.5,3.4,0.01,0.06,17.0,0,0,0
449,0.62,9.5,B,0.9971,42.0,7.8,2.2,0.5,3.18,0.09,0.115,10.0,0,0,0
450,0.59,12.06666667,A,0.99005,79.0,6.2,3.9,0.35,3.1,0.29,0.041,22.0,0,1,1
451,0.59,10.6,A,0.99156,101.0,5.3,1.0,0.16,3.57,0.39,0.028,40.0,0,1,1
452,0.53,10.3,A,0.99709,151.0,7.6,14.7,0.35,3.03,0.46,0.047,33.0,0,1,1
453,0.65,10.4,A,0.9939,107.0,7.4,1.4,0.17,3.52,0.29,0.047,23.0,0,1,1
454,0.62,10.0,A,0.9941,96.0,7.8,1.3,0.3,3.32,0.37,0.051,16.0,0,1,1
455,0.52,10.8,A,0.99226,129.0,7.1,1.5,0.2,3.15,0.37,0.049,28.0,0,1,1
456,0.51,11.4,A,0.99076,115.0,5.9,1.6,0.23,3.21,0.24,0.037,32.0,0,1,1
457,0.37,12.7,A,0.9898,136.0,7.0,2.7,0.22,3.16,0.31,0.03,41.0,1,1,1
458,0.77,9.0,B,1.00369,95.0,10.2,15.4,0.54,3.18,0.37,0.214,55.0,0,0,0
459,0.59,12.5,A,0.9914,98.0,7.2,5.7,0.36,2.93,0.36,0.038,26.0,1,1,1
460,0.48,11.2,A,0.99194,172.0,7.3,1.5,0.22,3.27,0.26,0.04,32.0,0,1,1
461,0.49,9.6,A,0.9948,129.0,6.4,5.5,0.25,3.14,0.3,0.038,15.0,0,1,1
462,0.38,9.4,A,0.9961,152.0,5.8,9.2,0.26,3.31,0.24,0.044,55.0,0,1,1
463,0.38,11.3,A,0.9909,130.0,5.8,1.4,0.17,3.29,0.3,0.037,55.0,0,1,1
464,0.51,8.9,A,0.99851,221.0,6.6,11.9,0.39,3.26,0.39,0.057,51.0,0,1,1
465,0.46,10.1,A,0.9957,163.0,6.0,12.15,0.28,3.2,0.22,0.048,42.0,0,1,1
466,0.36,9.3,A,0.99534,100.0,6.7,7.1,0.26,3.08,0.29,0.036,28.0,0,1,1
467,0.39,12.3,A,0.98876,76.0,6.3,1.5,0.37,2.94,0.37,0.024,12.0,0,1,1
468,0.63,9.8,A,0.9944,185.0,5.9,6.3,0.37,3.17,0.14,0.036,34.0,0,1,1
469,0.42,12.3,A,0.99192,115.0,8.0,8.4,0.28,2.93,0.3,0.03,35.0,0,1,1
470,0.49,10.5,A,0.99511,107.0,6.3,6.0,0.1,3.59,0.24,0.039,25.0,1,1,1
471,0.37,10.5,A,0.9938,135.0,6.6,7.7,0.24,3.19,0.35,0.031,36.0,0,1,1
472,0.57,9.4,A,0.99787,226.0,6.6,9.7,0.39,3.3,0.38,0.053,49.0,0,1,1
473,0.54,10.8,A,0.99315,101.0,6.9,1.7,0.19,3.21,0.35,0.036,33.0,1,1,1
474,0.64,10.6,A,0.9931,178.0,7.7,2.3,0.29,3.17,0.48,0.049,36.0,0,1,1
475,1.26,9.4,B,0.9968,45.0,7.7,1.8,0.41,3.06,0.76,0.611,8.0,0,0,0
476,0.45,11.0,A,0.99176,131.0,7.0,1.3,0.24,3.19,0.47,0.043,18.0,0,1,1
477,0.38,11.6,A,0.99164,193.0,7.6,1.2,0.4,3.22,0.27,0.053,23.0,0,1,1
478,0.39,11.9,A,0.99176,121.0,6.8,6.9,0.22,3.02,0.31,0.037,33.0,1,1,1
479,0.29,9.7,A,0.99687,111.0,6.9,11.95,0.35,3.11,0.55,0.038,22.0,0,1,1
480,0.42,13.1,A,0.99154,216.0,6.5,7.8,0.28,3.03,0.38,0.031,54.0,0,1,1
481,0.91,11.0,B,1.0003,37.0,11.5,3.3,0.35,3.32,0.49,0.07,10.0,0,0,0
482,0.53,9.7,A,0.9947,99.0,8.5,4.3,0.21,3.18,0.41,0.036,24.0,0,1,1
483,0.58,9.7,A,0.99524,102.0,8.2,3.75,0.25,3.28,0.46,0.05,14.0,0,1,1
484,0.82,9.5,A,0.9992,178.0,6.9,15.0,0.22,3.37,0.37,0.053,59.0,1,1,1
485,0.48,9.5,A,0.99542,215.0,6.3,7.9,0.27,3.19,0.37,0.047,58.0,0,1,1
486,0.38,10.4,A,0.9928,73.0,8.2,0.9,0.23,3.07,0.49,0.057,15.0,0,1,1
487,0.49,9.8,B,0.99565,109.0,7.7,1.8,0.58,3.08,0.1,0.102,28.0,0,0,0
488,0.39,9.5,A,0.9958,202.0,6.6,7.8,0.28,3.24,0.3,0.049,57.0,0,1,1
489,0.74,10.2,A,0.9938,77.0,6.8,2.2,0.57,3.32,0.29,0.04,15.0,0,1,1
490,0.32,9.5,A,0.9927,82.0,6.1,0.8,0.45,3.23,0.27,0.039,13.0,0,1,1
491,0.48,9.2,B,0.99733,113.0,8.5,2.1,0.66,3.13,0.2,0.097,23.0,0,0,0
492,0.56,10.9,B,0.99476,36.0,7.0,2.3,0.42,3.39,0.19,0.071,18.0,0,0,0
493,0.56,10.4,A,0.99522,139.0,6.9,12.2,0.28,3.03,0.28,0.042,52.0,0,1,1
494,0.4,11.3,A,0.9915,188.0,6.6,3.1,0.27,3.24,0.25,0.052,41.0,0,1,1
495,0.57,10.6,A,0.9924,104.0,7.2,1.3,0.16,3.23,0.49,0.037,27.0,0,1,1
496,0.66,13.6,B,0.9902,80.0,5.0,4.3,0.4,3.49,0.5,0.046,29.0,0,0,0
497,0.51,11.0,A,0.99109,57.0,8.3,1.1,0.18,3.02,0.3,0.033,20.0,0,1,1
498,0.55,9.5,B,0.99745,88.0,7.2,2.5,0.6,3.53,0.04,0.076,18.0,0,0,0
499,0.58,9.6,A,0.9954,200.0,6.2,6.6,0.37,3.29,0.3,0.346,79.0,0,1,1
500,0.74,9.9,A,0.9926,71.0,7.1,1.3,0.18,3.04,0.26,0.041,20.0,0,1,1
502,0.34,10.1,A,0.99364,175.0,6.5,6.6,0.27,3.16,0.19,0.045,98.0,0,1,1
503,0.56,11.6,A,0.99126,147.0,6.0,4.1,0.28,3.27,0.27,0.046,50.0,0,1,1
504,1.08,9.2,B,0.9965,20.0,7.6,1.3,0.68,3.17,0.02,0.072,9.0,0,0,0
505,0.47,11.4,A,0.99254,81.0,6.7,7.4,0.28,3.04,0.31,0.041,7.0,1,1,1
506,0.68,9.5,A,0.998,181.0,10.7,8.2,0.22,2.87,0.56,0.044,37.0,0,1,1
507,0.46,9.8,A,0.9954,160.0,7.0,7.4,0.31,3.13,0.26,0.069,28.0,0,1,1
508,0.86,9.9,B,0.99836,51.0,11.6,1.6,0.47,3.38,0.44,0.147,36.0,0,0,0
509,0.35,10.5,A,0.99724,139.0,6.4,17.05,0.18,3.25,0.28,0.047,53.0,0,1,1
510,0.62,12.1,B,0.99658,13.0,8.8,5.9,0.33,3.3,0.41,0.073,7.0,1,0,0
